round,value,daily_double,category,answer,question,air_date,answer_length,answer_word_count,syllable_count,sentence_count,dale_chall_score,processed_answer
2,1000,no,SPORTS,Sport in which you can legally indulge in jury-rigging,sailing,1986-01-14,54,9,13,1,11.1,"['sport', 'legal', 'indulg', 'juryrig']"
1,100,no,SPORTS,"In 1985 after 8 tries, they beat the Celtics for the NBA title",the L.A. Lakers,1986-01-24,62,13,15,1,0.64,"['1985', '8', 'tri', 'beat', 'celtic', 'nba', 'titl']"
1,200,no,SPORTS,This annual amateur boxing tournament was 1st held in 1927,the Golden Gloves,1986-01-24,58,10,17,1,10.45,"['thi', 'annual', 'amateur', 'box', 'tournament', 'wa', '1st', 'held', '1927']"
1,300,no,SPORTS,"Though traced back to ancient Rome, handball came to the U.S. from this Celtic country",Ireland,1986-01-24,86,15,18,1,6.49,"['though', 'trace', 'back', 'ancient', 'rome', 'handbal', 'came', 'u', 'thi', 'celtic', 'countri']"
1,400,no,SPORTS,"In 1700, Francisco Romero became the 1st famous figure in this controversial ""sport\""",bullfighting,1986-01-24,85,13,21,1,7.93,"['1700', 'francisco', 'romero', 'becam', '1st', 'famou', 'figur', 'thi', 'controversi', 'sport']"
1,500,no,SPORTS,In 1985 this former teen wonder became the 1st American jockey in 65 years to win Britain's Epsom Derby,Steve Cauthen,1986-01-24,103,19,27,1,7.07,"['1985', 'thi', 'former', 'teen', 'wonder', 'becam', '1st', 'american', 'jockey', '65', 'year', 'win', 'britain', 'epsom', 'derbi']"
2,200,no,SPORTS,"In 1985, at 17, he became Wimbledon's youngest & only unseeded winner of men's singles",Boris Becker,1986-02-04,86,15,23,1,7.71,"['1985', '17', 'becam', 'wimbledon', 'youngest', 'onli', 'unseed', 'winner', 'men', 'singl']"
2,400,no,SPORTS,"Originally Italian for gondola race, it's a racing meet that might be held on the Thames",a regatta,1986-02-04,88,16,23,1,8.38,"['origin', 'italian', 'gondola', 'race', 'race', 'meet', 'might', 'held', 'thame']"
2,800,no,SPORTS,1 of 2 NFL divisions that have only 4 teams,the National Football Conference West or the American Football Conference Central,1986-02-04,43,10,13,1,5.71,"['1', '2', 'nfl', 'divis', 'onli', '4', 'team']"
2,1000,no,SPORTS,"From 1956-'60, Carol Heiss was world champion in this sport",figure skating,1986-02-04,59,10,13,1,5.71,"['195660', 'carol', 'heiss', 'wa', 'world', 'champion', 'thi', 'sport']"
2,800,no,BUSINESS & INDUSTRY,"An estimated 79% of sales revenues of this ""fade cream"" are spent on advertising",Porcelana,1986-02-04,80,14,21,1,7.71,"['estim', '79', 'sale', 'revenu', 'thi', 'fade', 'cream', 'spent', 'advertis']"
2,1000,no,BUSINESS & INDUSTRY,This type of retail store sells more shampoo & makeup than any other,food stores (supermarkets),1986-02-04,68,13,17,1,8.18,"['thi', 'type', 'retail', 'store', 'sell', 'shampoo', 'makeup', 'ani']"
1,100,no,TRANSPORTATION,This company is #1 in bus transportation & bus manufacturing,Greyhound,1986-02-05,60,10,18,1,7.59,"['thi', 'compani', '1', 'bu', 'transport', 'bu', 'manufactur']"
1,200,no,TRANSPORTATION,W. & O. Wright felt passengers wouldn't mind flying in this position they 1st flew in themselves,on their stomachs,1986-02-05,96,17,24,1,8.38,"['w', 'wright', 'felt', 'passeng', 'wouldnt', 'mind', 'fli', 'thi', 'posit', '1st', 'flew', 'themselv']"
1,300,no,TRANSPORTATION,This form of transport still carries the most freight in the U.S.,a railroad,1986-02-05,65,12,14,1,6.86,"['thi', 'form', 'transport', 'still', 'carri', 'freight', 'u']"
2,200,no,SPORTS,Only team that can score points in volleyball,serving team,1986-02-05,45,8,11,1,6.01,"['onli', 'team', 'score', 'point', 'volleybal']"
2,400,no,SPORTS,"Inventor of the boxing glove, English boxer Jack Broughton is commemorated in this regal resting palace",Westminster Abbey,1986-02-05,103,16,27,1,9.36,"['inventor', 'box', 'glove', 'english', 'boxer', 'jack', 'broughton', 'commemor', 'thi', 'regal', 'rest', 'palac']"
2,600,no,SPORTS,"Finishing the Channel swim in 1926, Gertrude Ederle was met on beach by immigration officer demanding this",a passport,1986-02-05,106,17,29,1,9.12,"['finish', 'channel', 'swim', '1926', 'gertrud', 'ederl', 'wa', 'met', 'beach', 'immigr', 'offic', 'demand', 'thi']"
2,1000,yes,SPORTS,"Year of 1st World Series telecast, which featured the Dodgers' Jackie Robinson, Rookie of the Year",1947,1986-02-05,98,16,22,1,10.35,"['year', '1st', 'world', 'seri', 'telecast', 'featur', 'dodger', 'jacki', 'robinson', 'rooki', 'year']"
2,1000,no,SPORTS,"Of all his achievements, this pediatrician is most proud of his 1924 Olympic gold medal for rowing",Benjamin Spock,1986-02-05,98,17,23,1,7.27,"['hi', 'achiev', 'thi', 'pediatrician', 'proud', 'hi', '1924', 'olymp', 'gold', 'medal', 'row']"
2,200,no,U.S. HISTORY,"This First Lady was committed to a mental hospital in 1875, 10 years after her husband's death",Mary Todd Lincoln,1986-02-06,94,17,25,1,7.27,"['thi', 'first', 'ladi', 'wa', 'commit', 'mental', 'hospit', '1875', '10', 'year', 'husband', 'death']"
2,400,no,U.S. HISTORY,"In 1782, a preliminary treaty ending the Revolution was signed in this European city",Paris,1986-02-06,84,14,23,1,7.71,"['1782', 'preliminari', 'treati', 'end', 'revolut', 'wa', 'sign', 'thi', 'european', 'citi']"
2,600,no,U.S. HISTORY,"In 1818, this country & the U.S. agreed to joint occupation of the Oregon territory",Great Britain,1986-02-06,83,15,23,1,7.71,"['1818', 'thi', 'countri', 'u', 'agre', 'joint', 'occup', 'oregon', 'territori']"
2,1000,yes,U.S. HISTORY,"Within 6 weeks in 1912, this & Arizona were admitted as the 47th & 48th states",New Mexico,1986-02-06,78,16,20,1,7.71,"['within', '6', 'week', '1912', 'thi', 'arizona', 'admit', '47th', '48th', 'state']"
2,1000,no,U.S. HISTORY,"In the 1968 election, he won 13 1/2 percent of the popular vote & carried 5 southern states",George Wallace,1986-02-06,91,18,24,1,8.19,"['1968', 'elect', '13', '12', 'percent', 'popular', 'vote', 'carri', '5', 'southern', 'state']"
2,200,no,WORD ORIGINS,"These were 1st made during WWII at Quonset Point, Rhode Island",Quonset huts,1986-02-10,62,11,14,1,5.62,"['1st', 'made', 'dure', 'wwii', 'quonset', 'point', 'rhode', 'island']"
2,400,no,WORD ORIGINS,A turnpike is called that because originally a pike or turnstile was turned after you did this,paid toll,1986-02-10,94,17,24,1,7.27,"['turnpik', 'call', 'becaus', 'origin', 'pike', 'turnstil', 'wa', 'turn', 'thi']"
2,600,no,WORD ORIGINS,"From Old French ""manoeuvrer"" meaning ""to work by hand"", which was how this item was put into soil",manure,1986-02-10,97,18,23,1,6.28,"['old', 'french', 'manoeuvr', 'mean', 'work', 'hand', 'wa', 'thi', 'item', 'wa', 'put', 'soil']"
2,1000,yes,WORD ORIGINS,"Weapon said to have been the size of a pomegranate & filled with ""seeds"" of gunpowder",a hand grenade,1986-02-10,85,16,20,1,5.43,"['weapon', 'said', 'size', 'pomegran', 'fill', 'seed', 'gunpowd']"
2,1000,no,WORD ORIGINS,"Though he wasn't part of the Lincoln conspiracy, his name's been blackened in many a town",(Dr. Samuel) Mudd,1986-02-10,89,16,22,1,7.39,"['though', 'wasnt', 'part', 'lincoln', 'conspiraci', 'hi', 'name', 'blacken', 'mani', 'town']"
1,100,no,POTPOURRI,Color of a true sapphire,blue,1986-02-11,24,5,7,1,7.04,"['color', 'true', 'sapphir']"
1,200,no,POTPOURRI,"Less than a year after Helen Slater played this superhero, D.C. Comics killed off the character",Supergirl,1986-02-11,95,16,22,2,6.99,"['le', 'year', 'helen', 'slater', 'play', 'thi', 'superhero', 'dc', 'comic', 'kill', 'charact']"
1,300,no,POTPOURRI,"Chinese TV plans to show 5 of this country's soap operas, including ""Ambicion"" & ""Infame\""",Mexico,1986-02-11,90,15,23,1,11.1,"['chines', 'tv', 'plan', 'show', '5', 'thi', 'countri', 'soap', 'opera', 'includ', 'ambicion', 'infam']"
2,200,no,ART,He gained fame as a portrait painter before inventing the telegraph,Samuel Morse,1986-02-13,67,11,16,1,8.49,"['gain', 'fame', 'portrait', 'painter', 'befor', 'invent', 'telegraph']"
2,400,no,ART,"The kind of paintings jokingly said to ""fetch a much better price than old mistresses\""",Old Masters,1986-02-13,87,15,21,1,7.54,"['kind', 'paint', 'jokingli', 'said', 'fetch', 'much', 'better', 'price', 'old', 'mistress']"
2,600,no,ART,"During Napoleonic Wars, French soldiers used this Da Vinci fresco for target practice",The Last Supper,1986-02-13,85,13,20,1,11.57,"['dure', 'napoleon', 'war', 'french', 'soldier', 'use', 'thi', 'da', 'vinci', 'fresco', 'target', 'practic']"
2,800,no,ART,Ancient Chinese artists were forbidden from depicting these appendages when painting women,the feet,1986-02-13,90,12,21,1,10.81,"['ancient', 'chines', 'artist', 'forbidden', 'depict', 'appendag', 'paint', 'woman']"
2,1000,no,ART,Transparent & gouache are major techniques using this medium,watercolors,1986-02-13,60,9,15,1,11.93,"['transpar', 'gouach', 'major', 'techniqu', 'use', 'thi', 'medium']"
2,200,no,ANIMALS,"Of the ostrich, flamingo, or mute swan, the one with the longest neck",the ostrich,1986-02-13,69,13,16,1,7.93,"['ostrich', 'flamingo', 'mute', 'swan', 'one', 'longest', 'neck']"
2,400,no,ANIMALS,A porcupine's quills are a specially adapted form of these,hair,1986-02-13,58,10,15,1,8.87,"['porcupin', 'quill', 'special', 'adapt', 'form']"
2,600,no,ANIMALS,Animal from which we get ornamental tortoise-shell,hawksbill turtle,1986-02-13,50,7,14,1,8.5,"['anim', 'get', 'ornament', 'tortoiseshel']"
1,100,no,WORLD HISTORY,"In 1932, he began campaigning for president of Germany before even becoming a German citizen",Adolf Hitler,1986-02-14,92,15,27,1,8.59,"['1932', 'began', 'campaign', 'presid', 'germani', 'befor', 'even', 'becom', 'german', 'citizen']"
1,200,no,WORLD HISTORY,He sold us the Louisiana Purchase at 4¢ an acre,Napoleon Bonaparte,1986-02-14,47,10,14,1,7.29,"['sold', 'u', 'louisiana', 'purchas', '4', 'acr']"
1,500,yes,WORLD HISTORY,"In 1786, top U.S. leaders invited Prince of Henry of Prussia to become this",King of the United States,1986-02-14,75,14,20,1,8.84,"['1786', 'top', 'u', 'leader', 'invit', 'princ', 'henri', 'prussia', 'becom', 'thi']"
1,400,no,WORLD HISTORY,1 of 2 charges on which an English court tried Joan of Arc,heresy (or witchcraft),1986-02-14,58,13,14,1,0.64,"['1', '2', 'charg', 'english', 'court', 'tri', 'joan', 'arc']"
1,500,no,WORLD HISTORY,"While U.N. headquarters is in New York, the League of Nations was headquartered here","Geneva, Switzerland",1986-02-14,84,14,19,1,7.71,"['un', 'headquart', 'new', 'york', 'leagu', 'nation', 'wa', 'headquart']"
3,0,no,U.S. GEOGRAPHY,"Geographic distinction of the city of Leadville, Colorado",the highest incorporated U.S. city,1986-02-14,57,8,14,1,9.95,"['geograph', 'distinct', 'citi', 'leadvil', 'colorado']"
2,200,no,AMERICAN HISTORY,Year in which Ku Klux Klan was founded & Abraham Lincoln was assassinated,1865,1986-02-24,73,13,20,1,9.5,"['year', 'ku', 'klux', 'klan', 'wa', 'found', 'abraham', 'lincoln', 'wa', 'assassin']"
2,400,no,AMERICAN HISTORY,"First lady longer than anyone before or since, she held 1st press conference by a president's wife",Eleanor Roosevelt,1986-02-24,98,17,24,1,6.34,"['first', 'ladi', 'longer', 'anyon', 'befor', 'sinc', 'held', '1st', 'press', 'confer', 'presid', 'wife']"
2,600,no,AMERICAN HISTORY,"Ironically, people of this W. Indian island gave $6 mil. to the American Revolutionary War effort",Cuba,1986-02-24,97,16,30,2,6.99,"['iron', 'peopl', 'thi', 'w', 'indian', 'island', 'gave', '6', 'mil', 'american', 'revolutionari', 'war', 'effort']"
2,800,no,AMERICAN HISTORY,A former slave who protested segregation on 1840's trains by sitting in cars reserved for whites,Frederick Douglass,1986-02-24,96,16,23,1,8.38,"['former', 'slave', 'protest', 'segreg', '1840', 'train', 'sit', 'car', 'reserv', 'white']"
2,1000,no,AMERICAN HISTORY,"This 20th century president is the only president buried in Washington, D.C. proper",Woodrow Wilson,1986-02-24,83,13,23,1,7.93,"['thi', '20th', 'centuri', 'presid', 'onli', 'presid', 'buri', 'washington', 'dc', 'proper']"
2,200,no,AUTHORS,"Though she wrote much about China, she called her native W.V. ""World's most beautiful place\""",Pearl Buck,1986-02-24,93,15,19,1,5.43,"['though', 'wrote', 'much', 'china', 'call', 'nativ', 'wv', 'world', 'beauti', 'place']"
2,400,no,AUTHORS,"Expression ""I kid you not"" comes from this author's ""The Caine Mutiny\""",Herman Wouk,1986-02-24,71,12,15,1,6.86,"['express', 'kid', 'come', 'thi', 'author', 'cain', 'mutini']"
2,600,no,AUTHORS,Existentialist philosopher who declined 1964 Nobel Prize for Literature,Jean-Paul Sartre,1986-02-24,71,9,19,1,12.86,"['existentialist', 'philosoph', 'declin', '1964', 'nobel', 'prize', 'literatur']"
2,800,no,AUTHORS,Title asked in title of surprise-ending Frank Stockton short story,The Lady or the Tiger?,1986-02-24,66,10,16,1,5.71,"['titl', 'ask', 'titl', 'surpriseend', 'frank', 'stockton', 'short', 'stori']"
2,1000,no,AUTHORS,"Most widely translated Spanish author besides Cervantes, he lost his life in Spanish Civil War",Federico García Lorca,1986-02-24,94,15,24,1,9.64,"['wide', 'translat', 'spanish', 'author', 'besid', 'cervant', 'lost', 'hi', 'life', 'spanish', 'civil', 'war']"
1,100,no,SPORTS,"At a bullfight, it's the fans' way of saying ""bravo\""",ole,1986-04-10,53,10,13,1,8.87,"['bullfight', 'fan', 'way', 'say', 'bravo']"
1,200,no,SPORTS,"In gymnastics, the long horse is the same as the pommel horse, but without these","bars, handles",1986-04-10,80,15,19,1,6.49,"['gymnast', 'long', 'hors', 'pommel', 'hors', 'without']"
1,300,no,SPORTS,"It's said that in 10 years of competition, this '20s swimming star never lost a race from 50-880 yards",Johnny Weissmuller,1986-04-10,102,19,24,1,5.41,"['said', '10', 'year', 'competit', 'thi', '20', 'swim', 'star', 'never', 'lost', 'race', '50880', 'yard']"
1,400,no,SPORTS,"In this year, 4 yrs. after his Olympic title, Muhammad Ali upset Sonny Liston for his 1st heavyweight crown",1964,1986-04-10,107,19,26,1,7.9,"['thi', 'year', '4', 'yr', 'hi', 'olymp', 'titl', 'muhammad', 'ali', 'upset', 'sonni', 'liston', 'hi', '1st', 'heavyweight', 'crown']"
1,500,no,SPORTS,To maximize wind effectively in sailing you can use this zig-zag maneuver,tacking,1986-04-10,73,12,20,1,9.5,"['maxim', 'wind', 'effect', 'sail', 'use', 'thi', 'zigzag', 'maneuv']"
2,200,no,BUSINESS & INDUSTRY,"In some areas, their ""Classic"" formula is outselling the ""New"" by 9-1 margin",Coca-Cola,1986-04-10,76,13,19,1,10.35,"['area', 'classic', 'formula', 'outsel', 'new', '91', 'margin']"
2,400,no,BUSINESS & INDUSTRY,"After 31 years of use, Swanson's is retiring this part of their TV dinners",aluminum pan,1986-04-10,74,14,19,1,7.71,"['31', 'year', 'use', 'swanson', 'retir', 'thi', 'part', 'tv', 'dinner']"
2,600,no,BUSINESS & INDUSTRY,"Since its rediscovery, Sept. 2, 1985, sales of Revell's models of this ship have risen 500%",Titanic,1986-04-10,91,16,21,1,7.39,"['sinc', 'rediscoveri', 'sept', '2', '1985', 'sale', 'revel', 'model', 'thi', 'ship', 'risen', '500']"
2,800,no,BUSINESS & INDUSTRY,"In Japan alone, Lee Iacocca has sold 500,000 copies of this",autobiography,1986-04-10,59,11,13,1,5.62,"['japan', 'alon', 'lee', 'iacocca', 'ha', 'sold', '500000', 'copi', 'thi']"
2,1000,yes,BUSINESS & INDUSTRY,"Because he won patent suit against a rival, Emile Berliner named his talking machine company this",Victor,1986-04-10,97,16,23,1,7.39,"['becaus', 'patent', 'suit', 'rival', 'emil', 'berlin', 'name', 'hi', 'talk', 'machin', 'compani', 'thi']"
2,200,no,WORD ORIGINS,"From Dutch “kaban huis”, meaning ship’s galley, in U.S. it came to mean last car on a train",the caboose,1986-04-22,91,18,22,1,7.16,"['dutch', 'kaban', 'hui', 'mean', 'ship', 'galley', 'u', 'came', 'mean', 'last', 'car', 'train']"
2,400,no,WORD ORIGINS,Laboratory culture dish named for the German bacteriologist who invented it,a Petri dish,1986-04-22,75,11,24,1,11.36,"['laboratori', 'cultur', 'dish', 'name', 'german', 'bacteriologist', 'invent']"
2,600,no,WORD ORIGINS,"Chinese for “work together”, it was motto of U.S. marine raiders in WWII",gung ho,1986-04-22,72,13,18,1,7.93,"['chines', 'work', 'togeth', 'wa', 'motto', 'u', 'marin', 'raider', 'wwii']"
2,1000,yes,WORD ORIGINS,"Originally a brand applied to slaves & criminals, it has come to mean a mark of disgrace",a stigma,1986-04-22,88,17,24,1,8.38,"['origin', 'brand', 'appli', 'slave', 'crimin', 'ha', 'come', 'mean', 'mark', 'disgrac']"
2,1000,no,WORD ORIGINS,"Run-down part of town, from the rough forest paths along which newly-cut logs were dragged",skid row,1986-04-22,90,15,19,1,5.43,"['rundown', 'part', 'town', 'rough', 'forest', 'path', 'along', 'newlycut', 'log', 'drag']"
3,0,no,STATE CAPITALS,The 1st letter in the alphabet that does not begin the name of a state capital,E,1986-05-14,78,16,22,1,5.42,"['1st', 'letter', 'alphabet', 'doe', 'begin', 'name', 'state', 'capit']"
2,200,no,TRANSPORTATION,"In the late 19th c., it was the method of hauling borax out of Death Valley",mule team,1986-05-19,75,16,19,1,6.4,"['late', '19th', 'c', 'wa', 'method', 'haul', 'borax', 'death', 'valley']"
2,400,no,TRANSPORTATION,A new keel design helped this yacht & the country it's named for snag the America's Cup in 1983,Australia,1986-05-19,95,19,24,1,6.28,"['new', 'keel', 'design', 'help', 'thi', 'yacht', 'countri', 'name', 'snag', 'america', 'cup', '1983']"
2,600,no,TRANSPORTATION,Last name of French brothers credited with inventing the removable automobile tire,Michelin,1986-05-19,82,12,22,1,9.5,"['last', 'name', 'french', 'brother', 'credit', 'invent', 'remov', 'automobil', 'tire']"
2,800,no,TRANSPORTATION,This most famous of Italian scooters was 1st made in 1946,Vespa,1986-05-19,57,11,14,1,8.49,"['thi', 'famou', 'italian', 'scooter', 'wa', '1st', 'made', '1946']"
2,1000,no,TRANSPORTATION,"An early bicycle, its name combined the Latin words for ""fast feet\""",velocipede,1986-05-19,68,12,16,1,5.55,"['earli', 'bicycl', 'name', 'combin', 'latin', 'word', 'fast', 'foot']"
2,200,no,U.S. CITIES,1 out of every 6 Rhode Islanders lives in this city,Providence,1986-05-19,51,11,13,1,5.62,"['1', 'everi', '6', 'rhode', 'island', 'life', 'thi', 'citi']"
2,400,no,U.S. CITIES,This West Coast city has the world's largest pleasure boat marina,Los Angeles,1986-05-19,65,11,14,1,5.62,"['thi', 'west', 'coast', 'citi', 'ha', 'world', 'largest', 'pleasur', 'boat', 'marina']"
2,600,no,U.S. CITIES,New York village with the only bobsled run in U.S.,Lake Placid,1986-05-19,50,10,13,1,5.71,"['new', 'york', 'villag', 'onli', 'bobsl', 'run', 'u']"
2,700,yes,U.S. CITIES,"Eastern state capital that's been described as ""a state of mind almost entirely surrounded by water\""",Boston,1986-05-19,101,16,26,1,7.39,"['eastern', 'state', 'capit', 'describ', 'state', 'mind', 'almost', 'entir', 'surround', 'water']"
2,1000,no,U.S. CITIES,"In 1836, Dr. Joseph Lovell sold his house in this city to Francis Preston Blair","Washington, D.C.",1986-05-19,79,15,17,2,6.11,"['1836', 'dr', 'joseph', 'lovel', 'sold', 'hi', 'hous', 'thi', 'citi', 'franci', 'preston', 'blair']"
1,100,no,HISTORY,"From 1905-7, Austria & Serbia fought an economic ""war"" over tariffs, such as over this porcine animal",a pig,1986-05-26,101,17,24,1,8.38,"['19057', 'austria', 'serbia', 'fought', 'econom', 'war', 'tariff', 'thi', 'porcin', 'anim']"
1,200,no,HISTORY,The western jury system is thought to have been brought to England by these peoples in 1066,the Normans,1986-05-26,91,17,22,1,8.19,"['western', 'juri', 'system', 'thought', 'brought', 'england', 'peopl', '1066']"
1,300,no,HISTORY,"Century known as the ""High Renaissance\""",the 16th,1986-05-26,40,6,10,1,9.2,"['centuri', 'known', 'high', 'renaiss']"
1,400,no,HISTORY,World power whose emperor gave up claims to divinity before it adopted a new constitution in 1947,Japan,1986-05-26,97,17,28,1,8.19,"['world', 'power', 'whose', 'emperor', 'gave', 'claim', 'divin', 'befor', 'adopt', 'new', 'constitut', '1947']"
1,500,no,HISTORY,1957 U.S. policy allowing the president to use armed force in the Middle East,the Eisenhower Doctrine,1986-05-26,77,14,21,1,7.71,"['1957', 'u', 'polici', 'allow', 'presid', 'use', 'arm', 'forc', 'middl', 'east']"
1,100,no,ANIMALS,Don't kick an adult male of these duck-billed creatures in the ankle; he's got a poisoned spur,duck-billed platypus,1986-09-08,94,17,21,1,7.27,"['dont', 'kick', 'adult', 'male', 'duckbil', 'creatur', 'ankl', 'got', 'poison', 'spur']"
1,200,no,ANIMALS,"\""Odobenus rosmarus"", Latin name for this Arctic tusked mammal, means ""one who walks with his teeth\""",walrus,1986-09-08,101,16,20,1,8.38,"['odobenu', 'rosmaru', 'latin', 'name', 'thi', 'arctic', 'tusk', 'mammal', 'mean', 'one', 'walk', 'hi', 'teeth']"
1,300,no,ANIMALS,The Bible states it was upon this color of ass that great personages preferred to ride,white,1986-09-08,86,16,21,1,6.4,"['bibl', 'state', 'wa', 'upon', 'thi', 'color', 'great', 'personag', 'prefer', 'ride']"
1,400,no,ANIMALS,"Part of the witches' brew recipe in ""Macbeth"" was a pinch of this amphibian's eye",eye of newt,1986-09-08,81,15,19,1,7.54,"['part', 'witch', 'brew', 'recip', 'macbeth', 'wa', 'pinch', 'thi', 'amphibian', 'eye']"
1,500,no,ANIMALS,"Shellfish are not fish, but members of 2 invertebrate classifications, of which this is 1",mollusks or crustaceans,1986-09-08,89,15,24,1,8.59,"['shellfish', 'fish', 'member', '2', 'invertebr', 'classif', 'thi', '1']"
3,0,no,BUSINESS & INDUSTRY,"World's #1 maker of infant formula, this company does 98.2% of its business outside its home country",Nestle,1986-09-08,100,17,26,1,7.27,"['world', '1', 'maker', 'infant', 'formula', 'thi', 'compani', 'doe', '982', 'busi', 'outsid', 'home', 'countri']"
2,200,no,WORD ORIGINS,"Type of coffee, or a flavoring combining coffee & chocolate, both named for a port in Yemen",mocha,1986-09-12,91,17,24,1,6.4,"['type', 'coffe', 'flavor', 'combin', 'coffe', 'chocol', 'name', 'port', 'yemen']"
2,400,no,WORD ORIGINS,"A term for putting political expedience above morality comes from this author of ""The Prince\""",Machiavelli,1986-09-12,94,15,24,1,7.54,"['term', 'put', 'polit', 'expedi', 'abov', 'moral', 'come', 'thi', 'author', 'princ']"
2,600,no,WORD ORIGINS,"Saying ""another such victory & we are undone"", Greek king Pyrrhus gave us this 2-word term",Pyrrhic victory,1986-09-12,90,16,22,1,6.49,"['say', 'anoth', 'victori', 'undon', 'greek', 'king', 'pyrrhu', 'gave', 'u', 'thi', '2word', 'term']"
2,800,no,WORD ORIGINS,"Raisins known as ""currants"" were originally produced in the region of this ancient Greek city",Corinth,1986-09-12,93,15,22,1,9.64,"['raisin', 'known', 'currant', 'origin', 'produc', 'region', 'thi', 'ancient', 'greek', 'citi']"
2,1000,no,WORD ORIGINS,"\""Flimsy"" or ""of low quality"", it 1st described cloth from Silesia in central Europe",sleazy,1986-09-12,84,14,21,1,11.1,"['flimsi', 'low', 'qualiti', '1st', 'describ', 'cloth', 'silesia', 'central', 'europ']"
2,200,no,BUSINESS & INDUSTRY,"In 1941 this company began sponsoring its ""Cavalcade of Sports"", which provided a sharp move",Gillette,1986-09-15,92,15,24,1,7.54,"['1941', 'thi', 'compani', 'began', 'sponsor', 'cavalcad', 'sport', 'provid', 'sharp', 'move']"
2,400,no,BUSINESS & INDUSTRY,They didn't get to be the world's best-selling beer by just horsing around,Anheuser-Busch,1986-09-15,74,13,16,1,6.71,"['didnt', 'get', 'world', 'bestsel', 'beer', 'hors', 'around']"
2,600,no,BUSINESS & INDUSTRY,"America's 2nd-biggest selling brand of bandages, made by Colgate-Palmolive",Curad,1986-09-15,74,9,18,1,14.61,"['america', '2ndbiggest', 'sell', 'brand', 'bandag', 'made', 'colgatepalmol']"
2,800,no,BUSINESS & INDUSTRY,"From Hebrew for ""faith"", this Iowa company founded by German settlers makes refrigerators",Amana,1986-09-15,89,13,23,1,10.35,"['hebrew', 'faith', 'thi', 'iowa', 'compani', 'found', 'german', 'settler', 'make', 'refriger']"
2,1000,no,BUSINESS & INDUSTRY,"With plants in Everett, Renton, & Seattle, it's Washington state's biggest private employer",Boeing,1986-09-15,91,13,22,1,13.44,"['plant', 'everett', 'renton', 'seattl', 'washington', 'state', 'biggest', 'privat', 'employ']"
2,200,no,RELIGION,"He's made the Moral Majority a subsidiary of the new group he's founded, Liberty Federation",Jerry Falwell,1986-09-15,91,15,25,1,8.59,"['made', 'moral', 'major', 'subsidiari', 'new', 'group', 'found', 'liberti', 'feder']"
2,400,no,RELIGION,Term for sacred pictures used in the Eastern Orthodox churches,icons,1986-09-15,62,10,16,1,10.45,"['term', 'sacr', 'pictur', 'use', 'eastern', 'orthodox', 'church']"
2,600,no,RELIGION,The Canadian Armed Forces allow soldiers who belong to this Indian religion to wear their turbans,Sikhs,1986-09-15,97,16,26,1,8.38,"['canadian', 'arm', 'forc', 'allow', 'soldier', 'belong', 'thi', 'indian', 'religion', 'wear', 'turban']"
2,800,no,RELIGION,"He told Newport, R.I. Jews, U.S. govt. ""Gives to bigotry no sanction, to persecution no assistance\""",George Washington,1986-09-15,100,16,24,2,8.97,"['told', 'newport', 'ri', 'jew', 'u', 'govt', 'give', 'bigotri', 'sanction', 'persecut', 'assist']"
2,1000,no,RELIGION,"Single Arabic word for Muhammad's flight from Mecca to Medina in 622, which began Muslim era",the Hejira,1986-09-15,92,16,24,1,9.36,"['singl', 'arab', 'word', 'muhammad', 'flight', 'mecca', 'medina', '622', 'began', 'muslim', 'era']"
1,100,no,HISTORY,"In 1926, 6'4"", 240 lb. Ibn-Saud became king & later unified this country",Saudi Arabia,1986-09-17,72,13,19,2,6.57,"['1926', '64', '240', 'lb', 'ibnsaud', 'becam', 'king', 'later', 'unifi', 'thi', 'countri']"
1,200,no,HISTORY,One result of the Napoleonic Wars was formal recognition of this nation's neutrality,Switzerland,1986-09-17,84,13,22,1,11.57,"['one', 'result', 'napoleon', 'war', 'wa', 'formal', 'recognit', 'thi', 'nation', 'neutral']"
1,300,no,HISTORY,Ency. Americana says Persian law decreed this punishment for accidentally sitting on the king's throne,death,1986-09-17,102,15,27,1,10.7,"['enci', 'americana', 'say', 'persian', 'law', 'decre', 'thi', 'punish', 'accident', 'sit', 'king', 'throne']"
1,400,no,HISTORY,"In 597, St. Augustine began converting the people of this island nation to Christianity",England,1986-09-17,87,14,25,2,8.5,"['597', 'st', 'augustin', 'began', 'convert', 'peopl', 'thi', 'island', 'nation', 'christian']"
1,500,no,HISTORY,"Perhaps the most infamous concentration camp, it was located in Poland near the city of Krakow",Auschwitz,1986-09-17,94,16,24,1,7.39,"['perhap', 'infam', 'concentr', 'camp', 'wa', 'locat', 'poland', 'near', 'citi', 'krakow']"
1,100,no,BUSINESS & INDUSTRY,"Because this happened in 5/86, it can take you twice as long to build a house of popsicle sticks",they changed from two stick popsicles to the single stick popscicles,1986-09-19,96,19,23,1,6.24,"['becaus', 'thi', 'happen', '586', 'take', 'twice', 'long', 'build', 'hous', 'popsicl', 'stick']"
1,200,no,BUSINESS & INDUSTRY,"Of 1929, 1944, or 1986, year the Dow Jones took its biggest single-day nosedive",1986,1986-09-19,79,14,18,1,6.59,"['1929', '1944', '1986', 'year', 'dow', 'jone', 'took', 'biggest', 'singleday', 'nosed']"
